"","UWI","Source","Survey.ID","Depth.Measured","Depth.True.Vertical","Drift.Angle","Drift.Direction","North.South.Coordinate.Distance","North.South.Coordinate.Direction","East.West.Coordinate.Distance","East.West.Coordinate.Direction","Type","Point.Type.Name","PRODFit.Formation.Code","PRODFit.Formation.Name","Surface_longitude","Surface_Latitude","Well.Name","Lease","ns_meter","ew_meter","LatitudeVector","LongitudeVector","UWI_10","MaxDepth","year","RowOrder","Nearest Distance","Formation"
"16","42317408490000","PI","1",8539,-8528.66015625,18.8099994659424,359.679992675781,185.779998779297,"S",37.0900001525879,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-56.6257436279297,-11.3050320465088,32.3545779892902,-101.954084941128,4231740849,-8900.349609375,NA,16,188.160370030866,"WFMPA"
"17","42317408490000","PI","1",8571,-8558.669921875,21.8500003814697,355.459991455078,174.679992675781,"S",37.5900001525879,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-53.2424617675781,-11.4574320465088,32.3546083818283,-101.954086561768,4231740849,-8900.349609375,NA,17,188.160370030866,"WFMPA"
"18","42317408490000","PI","1",8603,-8588.0595703125,24.7000007629395,353.670013427734,162.100006103516,"S",38.7999992370605,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-49.4080818603516,-11.8262397674561,32.3546428266491,-101.954090483716,4231740849,-8900.349609375,NA,18,188.160370030866,"WFMPA"
"19","42317408490000","PI","1",8635,-8616.740234375,27.9799995422363,352.739990234375,148,"S",40.4900016784668,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-45.1104,-12.3413525115967,32.3546814333821,-101.954095961489,4231740849,-8900.349609375,NA,19,188.160370030866,"WFMPA"
"20","42317408490000","PI","1",8666,-8643.6796875,31.2999992370605,352.119995117188,132.809997558594,"S",42.5099983215332,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-40.4804872558594,-12.9570474884033,32.3547230245959,-101.954102508867,4231740849,-8900.349609375,NA,20,188.160370030866,"WFMPA"
"21","42317408490000","PI","1",8698,-8670.51953125,34.6399993896484,352.160003662109,115.559997558594,"S",44.8899993896484,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-35.2226872558594,-13.6824718139648,32.3547702562169,-101.95411022312,4231740849,-8900.349609375,NA,21,188.160370030866,"WFMPA"
"22","42317408490000","PI","1",8730,-8696.240234375,38.3400001525879,352.299987792969,96.7099990844727,"S",47.4599990844727,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-29.4772077209473,-14.4658077209473,32.3548218687377,-101.954118553212,4231740849,-8900.349609375,NA,22,188.160370030866,"WFMPA"
"23","42317408490000","PI","1",8762,-8720.759765625,41.6300010681152,351.510009765625,76.3499984741211,"S",50.3600006103516,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-23.2714795349121,-15.3497281860352,32.3548776157425,-101.954127952933,4231740849,-8900.349609375,NA,23,188.160370030866,"WFMPA"
"24","42317408490000","PI","1",8793,-8743.3603515625,44.75,351.489990234375,55.3699989318848,"S",53.5,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-16.8767756744385,-16.3068,32.3549350603447,-101.954138130555,4231740849,-8900.349609375,NA,24,188.160370030866,"WFMPA"
"25","42317408490000","PI","1",8825,-8765.3203125,48.5499992370605,351.989990234375,32.3499984741211,"S",56.8400001525879,"W",NA,NA,NA,NA,-101.953964722,32.355086667,"ACT A 08SC","ACT",-9.86027953491211,-17.3248320465088,32.3549980906019,-101.954148956435,4231740849,-8900.349609375,NA,25,188.160370030866,"WFMPA"
